,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,id,Race
43,Bachelors,2014,Bangalore,3,37.0,Male,No,0,43,white
3732,Masters,2017,Pune,2,39.0,Male,No,2,3732,white
4629,Bachelors,2017,Bangalore,2,36.0,Male,No,0,4629,white
3969,Bachelors,2017,Bangalore,3,34.0,Female,No,6,3969,yellow
3405,PHD,2015,Pune,3,38.0,Male,No,2,3405,black
3057,Masters,2015,Pune,2,37.0,Female,No,1,3057,black
504,Bachelors,2017,New Delhi,2,29.0,Female,No,5,504,white
737,Bachelors,2018,Bangalore,3,30.0,Male,No,1,737,white
4458,Bachelors,2013,Pune,1,35.0,Female,No,0,4458,black
3029,Bachelors,2017,Pune,2,40.0,Female,No,0,3029,black
4239,Bachelors,2013,Bangalore,2,27.0,Male,No,3,4239,black
332,Bachelors,2015,Bangalore,3,26.0,Female,No,2,332,white
2019,PHD,2018,New Delhi,2,30.0,Female,No,1,2019,black
3820,Bachelors,2016,Bangalore,3,41.0,Male,No,3,3820,white
2837,Bachelors,2017,Bangalore,3,27.0,Male,No,4,2837,white
4276,Bachelors,2012,New Delhi,3,34.0,Female,No,0,4276,white
3841,Bachelors,2015,Bangalore,1,38.0,Male,No,1,3841,white
2920,Bachelors,2013,Pune,2,30.0,Female,No,0,2920,black
2552,Bachelors,2013,Bangalore,3,29.0,Male,No,5,2552,black
631,PHD,2013,Bangalore,1,28.0,Male,No,4,631,white
2080,Bachelors,2013,Bangalore,3,29.0,Female,No,1,2080,white
4641,Bachelors,2016,Bangalore,1,34.0,Female,No,0,4641,black
4417,Bachelors,2015,Pune,2,37.0,Female,No,3,4417,white
3162,Bachelors,2015,Bangalore,3,40.0,Male,Yes,4,3162,white
1457,Bachelors,2016,Bangalore,3,29.0,Female,No,5,1457,white
2504,Bachelors,2013,Pune,3,30.0,Male,Yes,2,2504,black
4587,Bachelors,2014,Pune,1,34.0,Female,No,2,4587,black
3568,PHD,2014,New Delhi,3,33.0,Female,No,0,3568,white
2938,Masters,2014,New Delhi,3,30.0,Female,No,2,2938,black
1291,Bachelors,2012,Bangalore,3,30.0,Male,No,1,1291,black
4204,Bachelors,2017,Pune,2,39.0,Female,No,4,4204,white
3164,Bachelors,2012,Pune,3,41.0,Male,No,2,3164,white
3127,Masters,2013,New Delhi,2,34.0,Female,No,2,3127,white
4117,Bachelors,2017,Bangalore,3,37.0,Female,No,3,4117,white
3561,Bachelors,2014,Bangalore,3,38.0,Male,No,5,3561,white
3853,Bachelors,2014,Bangalore,3,36.0,Male,Yes,1,3853,white
3240,Bachelors,2017,Pune,2,40.0,Male,No,3,3240,white
2280,Bachelors,2014,Pune,2,30.0,Female,No,2,2280,white
4002,Bachelors,2015,New Delhi,3,38.0,Female,No,2,4002,white
405,Bachelors,2015,Bangalore,3,25.0,Male,No,2,405,white
2192,Bachelors,2014,Pune,2,30.0,Male,No,2,2192,black
2220,Masters,2018,New Delhi,3,32.0,Female,No,2,2220,white
3031,Bachelors,2013,New Delhi,3,43.0,Female,No,4,3031,white
2658,Bachelors,2015,Bangalore,3,28.0,Female,No,4,2658,black
2784,Bachelors,2013,Pune,2,32.0,Female,No,1,2784,white
2055,Masters,2018,Bangalore,3,32.0,Female,No,2,2055,white
2381,Bachelors,2015,Pune,2,31.0,Female,No,2,2381,white
2035,Masters,2013,New Delhi,3,27.0,Male,No,4,2035,black
321,Bachelors,2012,Pune,3,29.0,Male,No,2,321,white
4123,Bachelors,2018,Bangalore,3,28.0,Male,No,5,4123,white
526,Bachelors,2017,Bangalore,3,26.0,Male,No,2,526,white
468,Bachelors,2012,Bangalore,3,26.0,Male,No,3,468,black
3235,Bachelors,2017,Pune,2,36.0,Female,No,5,3235,white
2311,Bachelors,2013,Pune,3,31.0,Male,No,2,2311,black
2556,Bachelors,2015,Pune,2,28.0,Female,No,4,2556,yellow
1288,Bachelors,2014,New Delhi,3,26.0,Male,No,3,1288,white
4323,Bachelors,2012,New Delhi,3,32.0,Female,Yes,1,4323,white
1247,PHD,2013,New Delhi,3,26.0,Male,No,2,1247,white
3295,Bachelors,2015,Pune,2,33.0,Female,No,1,3295,white
2738,Bachelors,2014,New Delhi,3,31.0,Male,Yes,4,2738,white
856,Bachelors,2016,New Delhi,3,29.0,Female,No,5,856,white
557,Bachelors,2017,New Delhi,3,28.0,Male,No,4,557,white
2074,Masters,2016,Bangalore,3,31.0,Female,No,2,2074,white
3110,Masters,2017,Pune,2,42.0,Male,Yes,2,3110,white
4124,Bachelors,2013,Bangalore,1,28.0,Female,No,5,4124,yellow
3896,Bachelors,2014,Bangalore,3,37.0,Male,Yes,1,3896,white
2634,Bachelors,2015,Bangalore,3,32.0,Male,No,3,2634,white
4363,Bachelors,2016,Bangalore,3,25.0,Male,No,2,4363,white
2989,Bachelors,2014,Bangalore,1,28.0,Male,No,4,2989,white
1614,Bachelors,2016,Pune,2,29.0,Female,No,5,1614,white
4319,Bachelors,2015,Pune,2,26.0,Female,No,2,4319,white
3919,Bachelors,2015,Bangalore,3,33.0,Male,No,1,3919,white
267,Bachelors,2012,Bangalore,3,28.0,Male,Yes,5,267,white
4027,Bachelors,2017,Bangalore,3,35.0,Male,No,5,4027,white
803,Bachelors,2017,New Delhi,3,29.0,Female,No,5,803,white
2004,Bachelors,2015,Pune,2,29.0,Female,No,2,2004,white
1857,Masters,2018,New Delhi,3,27.0,Male,No,3,1857,white
2312,Bachelors,2012,Pune,3,29.0,Male,Yes,5,2312,white
2497,Bachelors,2014,New Delhi,3,28.0,Female,No,5,2497,white
1206,Masters,2017,New Delhi,2,29.0,Male,No,4,1206,white
1798,Masters,2015,Bangalore,3,28.0,Female,No,5,1798,black
2607,Bachelors,2018,Pune,3,29.0,Male,No,5,2607,black
1148,Bachelors,2013,New Delhi,2,27.0,Female,No,3,1148,white
3999,Bachelors,2012,Pune,3,35.0,Female,No,2,3999,white
1562,Bachelors,2017,Pune,3,28.0,Male,No,4,1562,white
4429,Masters,2017,Bangalore,2,26.0,Female,No,2,4429,black
2752,Masters,2013,Bangalore,3,32.0,Male,No,2,2752,white
2062,Masters,2013,New Delhi,3,27.0,Female,No,4,2062,white
2372,Bachelors,2014,Pune,2,30.0,Female,No,2,2372,white
3974,Bachelors,2013,Bangalore,3,36.0,Female,No,5,3974,white
467,Masters,2018,New Delhi,1,26.0,Male,Yes,2,467,white
3341,Bachelors,2014,New Delhi,3,39.0,Male,No,3,3341,white
511,Bachelors,2012,Bangalore,3,25.0,Male,Yes,2,511,white
1743,PHD,2014,New Delhi,3,26.0,Male,No,2,1743,black
3570,Masters,2017,New Delhi,2,33.0,Female,Yes,2,3570,black
606,Masters,2015,New Delhi,3,25.0,Female,No,2,606,white
2326,Bachelors,2013,Pune,1,27.0,Female,No,4,2326,white
2952,Bachelors,2013,Pune,3,29.0,Male,No,0,2952,white
1331,Bachelors,2012,New Delhi,3,29.0,Male,No,5,1331,white
4110,Bachelors,2017,Bangalore,3,39.0,Male,No,2,4110,black
3101,Bachelors,2014,Bangalore,3,34.0,Female,No,1,3101,black
3492,Bachelors,2016,Bangalore,3,34.0,Male,Yes,5,3492,white
1181,Masters,2013,Pune,2,29.0,Male,No,5,1181,black
1081,Bachelors,2012,Bangalore,3,27.0,Male,No,3,1081,black
2973,Bachelors,2016,New Delhi,3,31.0,Female,No,0,2973,white
161,Bachelors,2013,Bangalore,3,28.0,Female,No,4,161,white
1769,Bachelors,2013,Bangalore,3,28.0,Male,No,4,1769,white
1755,Bachelors,2016,Pune,3,28.0,Male,No,5,1755,white
2194,Bachelors,2014,Bangalore,3,31.0,Male,No,1,2194,white
2096,Bachelors,2016,Bangalore,3,28.0,Male,No,5,2096,white
510,Bachelors,2016,Bangalore,3,26.0,Male,No,2,510,white
1676,PHD,2017,Pune,3,29.0,Male,No,5,1676,white
13,Bachelors,2016,Bangalore,3,41.0,Male,No,2,13,black
3577,Bachelors,2015,Bangalore,3,36.0,Female,Yes,2,3577,white
4388,Bachelors,2016,Pune,3,42.0,Male,No,2,4388,white
4499,Bachelors,2017,Pune,2,35.0,Female,No,2,4499,white
456,Bachelors,2015,Bangalore,3,26.0,Male,No,3,456,white
1808,Masters,2014,Bangalore,3,30.0,Female,No,3,1808,white
3442,Bachelors,2013,Bangalore,3,35.0,Female,No,2,3442,white
2130,Bachelors,2012,Bangalore,3,27.0,Male,No,4,2130,white
756,Masters,2016,New Delhi,3,29.0,Male,No,1,756,white
1933,Bachelors,2018,Pune,3,26.0,Male,Yes,2,1933,black
2869,Bachelors,2017,Pune,3,31.0,Male,No,0,2869,white
811,Bachelors,2014,Pune,2,27.0,Female,No,3,811,white
1065,Bachelors,2013,Bangalore,3,28.0,Male,No,4,1065,white
1328,Masters,2017,Bangalore,3,30.0,Male,No,2,1328,white
1265,Bachelors,2013,Bangalore,3,26.0,Female,No,3,1265,yellow
4400,Bachelors,2017,Pune,2,23.0,Female,No,0,4400,white
1819,Bachelors,2016,Bangalore,3,27.0,Male,Yes,3,1819,yellow
691,Bachelors,2013,Pune,3,28.0,Male,No,5,691,white
3649,Bachelors,2016,Pune,2,38.0,Female,No,2,3649,white
3241,Bachelors,2015,Bangalore,3,40.0,Male,Yes,2,3241,white
3223,Bachelors,2014,Bangalore,3,37.0,Female,No,3,3223,white
3746,Bachelors,2015,New Delhi,3,33.0,Male,No,0,3746,white
1585,Bachelors,2015,Pune,1,26.0,Female,No,2,1585,white
501,Bachelors,2017,New Delhi,2,26.0,Female,No,3,501,white
3897,Bachelors,2017,Bangalore,3,39.0,Male,No,5,3897,white
2321,Masters,2015,New Delhi,3,29.0,Male,No,5,2321,white
3831,Masters,2016,New Delhi,3,38.0,Female,No,5,3831,white
2675,Bachelors,2014,New Delhi,3,30.0,Female,No,3,2675,black
1395,Bachelors,2014,Bangalore,3,27.0,Male,No,3,1395,white
3051,Bachelors,2015,Bangalore,3,35.0,Male,No,5,3051,white
1038,Bachelors,2013,Pune,3,28.0,Male,No,4,1038,white
1021,Bachelors,2015,Bangalore,3,28.0,Male,No,5,1021,white
2977,Masters,2013,Pune,1,32.0,Male,No,1,2977,black
3635,Bachelors,2017,Pune,3,35.0,Male,Yes,5,3635,white
2003,Bachelors,2014,Bangalore,3,31.0,Male,Yes,2,2003,white
604,Bachelors,2016,Bangalore,3,29.0,Male,Yes,5,604,white
4436,Bachelors,2016,Bangalore,3,23.0,Male,No,0,4436,white
4036,Bachelors,2018,Pune,2,40.0,Female,No,4,4036,white
1508,Bachelors,2017,Pune,2,25.0,Female,No,2,1508,yellow
210,Bachelors,2017,Bangalore,3,28.0,Male,No,5,210,yellow
3935,Bachelors,2017,New Delhi,2,43.0,Female,No,4,3935,white
3236,Bachelors,2015,Pune,2,43.0,Female,No,3,3236,black
2176,Masters,2016,New Delhi,3,29.0,Female,No,2,2176,white
335,Bachelors,2018,Bangalore,3,26.0,Female,No,2,335,black
3246,Masters,2018,Bangalore,3,32.0,Male,No,2,3246,white
736,Bachelors,2013,Bangalore,3,29.0,Male,No,3,736,white
1322,Bachelors,2013,Bangalore,3,26.0,Male,No,3,1322,white
3916,Bachelors,2018,Pune,3,36.0,Male,No,0,3916,white
2629,Bachelors,2014,Bangalore,1,28.0,Male,No,4,2629,black
4390,Masters,2017,New Delhi,2,27.0,Female,No,4,4390,black
4206,Bachelors,2012,Bangalore,3,26.0,Male,No,2,4206,yellow
3054,Bachelors,2012,Bangalore,3,41.0,Female,No,2,3054,black
2982,Bachelors,2013,Bangalore,3,29.0,Male,No,0,2982,white
3760,Bachelors,2013,Bangalore,3,39.0,Female,No,1,3760,white
1609,Bachelors,2012,Bangalore,3,27.0,Male,No,3,1609,black
716,Bachelors,2015,Pune,2,28.0,Male,No,5,716,white
2143,Bachelors,2013,Bangalore,3,28.0,Male,No,4,2143,white
2937,Masters,2017,Bangalore,2,28.0,Male,No,5,2937,white
3709,Bachelors,2015,Bangalore,3,38.0,Male,No,3,3709,white
903,Bachelors,2014,Bangalore,3,29.0,Male,No,3,903,white
2624,Bachelors,2012,Bangalore,3,30.0,Female,No,0,2624,white
3682,Bachelors,2013,Bangalore,3,35.0,Female,No,0,3682,white
3723,Bachelors,2018,Pune,3,37.0,Female,No,0,3723,white
1597,Bachelors,2015,Pune,2,29.0,Female,No,5,1597,white
3138,Masters,2014,New Delhi,3,37.0,Male,No,1,3138,black
3907,Bachelors,2012,Bangalore,3,35.0,Male,No,1,3907,white
2081,Bachelors,2013,Pune,2,30.0,Female,No,1,2081,white
2550,Bachelors,2017,New Delhi,2,31.0,Male,No,3,2550,white
643,Bachelors,2016,Bangalore,3,29.0,Female,No,5,643,white
1102,Masters,2012,New Delhi,3,28.0,Male,Yes,5,1102,white
1030,Bachelors,2015,Bangalore,3,26.0,Male,Yes,2,1030,white
1069,PHD,2015,Pune,1,27.0,Female,No,3,1069,white
4277,Bachelors,2013,Bangalore,3,39.0,Male,No,0,4277,white
3007,Bachelors,2017,Bangalore,3,32.0,Male,No,0,3007,white
1296,Bachelors,2017,Pune,2,28.0,Male,No,4,1296,white
2065,Bachelors,2016,Pune,3,32.0,Male,No,1,2065,white
4151,Bachelors,2014,Bangalore,3,29.0,Male,No,3,4151,black
1668,Bachelors,2016,Bangalore,3,30.0,Male,Yes,0,1668,white
1309,Masters,2017,New Delhi,2,27.0,Male,Yes,3,1309,black
3834,Bachelors,2017,Bangalore,3,35.0,Female,No,4,3834,white
611,Bachelors,2014,Pune,3,27.0,Male,No,4,611,white
1106,Bachelors,2016,Bangalore,3,29.0,Male,Yes,4,1106,white
3886,Bachelors,2015,Bangalore,3,40.0,Female,No,4,3886,white
3918,Bachelors,2013,Bangalore,3,33.0,Male,No,1,3918,white
1404,Masters,2017,New Delhi,2,27.0,Male,No,4,1404,yellow
1624,Masters,2015,Bangalore,2,28.0,Female,No,5,1624,black
494,Bachelors,2017,Bangalore,3,27.0,Female,No,3,494,white
1383,PHD,2016,New Delhi,3,26.0,Female,No,2,1383,white
3500,Bachelors,2017,Bangalore,3,42.0,Male,No,1,3500,white
4289,Bachelors,2016,New Delhi,2,28.0,Female,No,4,4289,white
4397,Masters,2018,New Delhi,3,35.0,Female,No,2,4397,white
3358,Bachelors,2018,Bangalore,1,37.0,Male,Yes,1,3358,white
944,Bachelors,2017,New Delhi,3,27.0,Female,No,4,944,white
3693,Masters,2017,Pune,3,36.0,Male,No,2,3693,yellow
4266,PHD,2013,Bangalore,3,42.0,Male,No,1,4266,white
1463,Bachelors,2014,Bangalore,3,28.0,Male,No,5,1463,black
1393,Bachelors,2013,Bangalore,3,28.0,Male,No,4,1393,black
507,Bachelors,2013,Bangalore,3,29.0,Male,No,5,507,white
1354,Masters,2012,Pune,3,29.0,Male,No,0,1354,white
4099,Bachelors,2018,Bangalore,3,25.0,Male,No,2,4099,white
3427,Bachelors,2016,Bangalore,3,37.0,Male,No,2,3427,white
1788,Masters,2017,Bangalore,2,28.0,Female,No,5,1788,black
649,Bachelors,2017,Bangalore,3,28.0,Male,No,4,649,white
2395,Bachelors,2017,Pune,2,30.0,Female,No,1,2395,white
3860,Bachelors,2016,Bangalore,3,37.0,Male,No,4,3860,white
1794,Bachelors,2013,Bangalore,3,28.0,Female,No,4,1794,white
1939,Masters,2013,Pune,3,26.0,Male,No,3,1939,white
4540,Bachelors,2016,Bangalore,3,24.0,Male,No,1,4540,white
4419,Bachelors,2017,New Delhi,2,33.0,Male,No,3,4419,white
2438,Bachelors,2016,Bangalore,3,31.0,Female,No,1,2438,white
2399,Bachelors,2012,Bangalore,3,29.0,Male,No,1,2399,white
3509,Masters,2013,Bangalore,3,39.0,Female,No,3,3509,white
2779,Masters,2018,New Delhi,3,32.0,Male,No,2,2779,white
4362,Masters,2015,Pune,3,32.0,Male,No,0,4362,white
772,Masters,2013,New Delhi,3,26.0,Male,Yes,3,772,white
1695,Masters,2018,New Delhi,3,26.0,Female,No,3,1695,white
2775,Bachelors,2016,Bangalore,3,30.0,Male,No,2,2775,white
1496,Bachelors,2018,Pune,3,28.0,Female,No,5,1496,white
1219,Bachelors,2018,Bangalore,3,26.0,Male,No,2,1219,white
4133,Masters,2018,New Delhi,3,35.0,Male,No,2,4133,black
4185,Bachelors,2015,Bangalore,3,24.0,Male,No,0,4185,white
4113,Bachelors,2013,Pune,3,34.0,Male,No,2,4113,black
1537,Bachelors,2015,Bangalore,3,25.0,Female,No,2,1537,black
1556,Bachelors,2013,Pune,1,28.0,Female,No,4,1556,white
3644,Bachelors,2018,Bangalore,3,34.0,Female,No,3,3644,yellow
3531,Bachelors,2012,Pune,3,41.0,Male,No,0,3531,white
1539,Bachelors,2017,New Delhi,3,29.0,Female,Yes,5,1539,white
3388,Bachelors,2015,Bangalore,3,42.0,Female,No,1,3388,black
4205,Bachelors,2016,Bangalore,3,41.0,Male,No,0,4205,black
2627,Bachelors,2018,Pune,3,29.0,Female,No,5,2627,white
4464,Bachelors,2017,Pune,2,27.0,Male,No,3,4464,white
1353,Masters,2017,New Delhi,1,26.0,Female,No,3,1353,black
428,Masters,2017,Pune,2,26.0,Female,No,2,428,black
3534,Bachelors,2013,Pune,3,38.0,Male,No,1,3534,white
4312,Bachelors,2018,Bangalore,3,26.0,Male,Yes,2,4312,white
584,Bachelors,2014,Bangalore,3,26.0,Male,No,3,584,white
227,Bachelors,2018,Bangalore,3,27.0,Male,No,3,227,white
3009,Bachelors,2015,Pune,3,42.0,Male,No,5,3009,white
3210,Bachelors,2012,Bangalore,3,33.0,Female,No,1,3210,white
4172,Bachelors,2016,Pune,3,27.0,Male,No,3,4172,white
1352,Masters,2017,New Delhi,2,28.0,Male,No,5,1352,white
1607,Bachelors,2014,Pune,2,27.0,Male,No,4,1607,white
3381,Bachelors,2015,Bangalore,3,38.0,Female,No,0,3381,black
3944,Bachelors,2012,Pune,3,33.0,Male,No,1,3944,white
4059,Bachelors,2012,Pune,2,32.0,Female,No,5,4059,black
2248,Bachelors,2014,Pune,1,28.0,Male,No,4,2248,white
1719,Bachelors,2015,Bangalore,3,27.0,Male,No,4,1719,black
3203,Bachelors,2013,Bangalore,1,40.0,Female,No,1,3203,white
883,Bachelors,2017,Bangalore,3,30.0,Male,No,1,883,black
1000,Bachelors,2013,New Delhi,3,27.0,Female,No,4,1000,white
1208,Bachelors,2017,Pune,3,26.0,Male,Yes,3,1208,white
1665,Bachelors,2014,Bangalore,3,30.0,Male,No,5,1665,white
1093,Masters,2017,Bangalore,3,27.0,Female,No,4,1093,black
3211,Bachelors,2018,Bangalore,3,38.0,Male,No,3,3211,white
3973,Masters,2016,New Delhi,1,32.0,Female,No,5,3973,white
2100,Bachelors,2016,Bangalore,3,29.0,Male,No,5,2100,white
435,Bachelors,2015,Pune,3,27.0,Female,Yes,4,435,white
3453,Masters,2014,New Delhi,3,36.0,Male,No,5,3453,white
2500,Bachelors,2015,Pune,3,31.0,Female,No,3,2500,black
3150,Bachelors,2012,Bangalore,3,35.0,Male,No,4,3150,white
2751,Bachelors,2018,Bangalore,3,31.0,Male,No,2,2751,white
3157,Masters,2016,New Delhi,3,34.0,Male,No,1,3157,white
1757,PHD,2014,Bangalore,3,29.0,Female,No,0,1757,black
3929,Bachelors,2015,Bangalore,3,40.0,Male,No,1,3929,white
1718,Bachelors,2015,Pune,3,29.0,Female,Yes,5,1718,white
1649,Bachelors,2017,New Delhi,3,29.0,Male,No,5,1649,white
184,Masters,2017,New Delhi,2,30.0,Female,No,1,184,black
3171,Bachelors,2012,Bangalore,3,43.0,Female,No,5,3171,white
578,Bachelors,2015,Pune,3,30.0,Male,No,3,578,white
1687,Masters,2012,Pune,3,28.0,Male,No,4,1687,black
1669,Bachelors,2014,New Delhi,3,26.0,Male,No,3,1669,white
1633,Bachelors,2013,Bangalore,3,30.0,Female,No,1,1633,white
4092,Bachelors,2015,Pune,3,25.0,Female,No,1,4092,white
1083,Bachelors,2017,New Delhi,2,28.0,Female,No,4,1083,black
3004,Bachelors,2016,Bangalore,3,42.0,Male,No,0,3004,black
3139,Masters,2017,Bangalore,2,42.0,Male,No,4,3139,white
1540,PHD,2012,Pune,3,29.0,Male,No,5,1540,white
3958,Masters,2016,New Delhi,3,43.0,Female,No,4,3958,white
3426,Bachelors,2017,New Delhi,2,42.0,Male,No,1,3426,white
69,Masters,2017,Bangalore,3,42.0,Female,No,2,69,white
1925,Masters,2017,Pune,2,28.0,Female,No,5,1925,white
1029,Bachelors,2017,Bangalore,3,28.0,Male,No,5,1029,white
923,PHD,2015,Pune,2,30.0,Female,No,1,923,black
3366,Bachelors,2016,Bangalore,3,32.0,Male,No,3,3366,black
2177,Bachelors,2016,Bangalore,3,28.0,Male,No,4,2177,white
2087,Bachelors,2016,New Delhi,3,31.0,Female,No,1,2087,white
1922,Bachelors,2017,New Delhi,2,27.0,Female,No,4,1922,white
1411,Bachelors,2017,Pune,3,27.0,Male,No,4,1411,white
219,Masters,2012,New Delhi,3,28.0,Male,No,4,219,black
156,Bachelors,2013,Bangalore,3,29.0,Female,No,3,156,black
1323,Bachelors,2017,New Delhi,2,27.0,Female,No,3,1323,white
3704,Bachelors,2017,Pune,3,43.0,Female,No,4,3704,white
1489,Bachelors,2015,Pune,3,29.0,Female,No,5,1489,white
745,Bachelors,2012,Bangalore,3,30.0,Male,No,3,745,white
3691,Masters,2017,Bangalore,3,39.0,Male,No,5,3691,white
406,Masters,2014,Pune,3,26.0,Male,No,3,406,white
246,Bachelors,2015,Bangalore,3,30.0,Male,No,2,246,white
2190,Masters,2017,New Delhi,3,30.0,Male,No,2,2190,black
1976,Masters,2018,New Delhi,3,29.0,Male,Yes,2,1976,white
1782,Bachelors,2014,Pune,3,28.0,Male,No,4,1782,yellow
1814,Bachelors,2013,Bangalore,3,28.0,Male,No,5,1814,black
629,Bachelors,2013,Bangalore,3,27.0,Male,Yes,3,629,white
349,Bachelors,2016,Pune,1,28.0,Female,No,4,349,black
2278,Masters,2014,New Delhi,3,30.0,Male,No,2,2278,black
3995,Bachelors,2016,Bangalore,3,30.0,Male,No,0,3995,white
1256,Masters,2017,Bangalore,2,26.0,Male,No,2,1256,white
4265,Bachelors,2012,Pune,2,36.0,Female,No,2,4265,black
3201,Masters,2017,New Delhi,3,40.0,Female,No,2,3201,white
4612,Bachelors,2012,Bangalore,3,25.0,Female,No,1,4612,white
829,Bachelors,2012,Pune,3,30.0,Female,No,2,829,white
4227,Bachelors,2012,Bangalore,3,41.0,Male,No,3,4227,white
1114,Bachelors,2017,Bangalore,1,28.0,Female,No,4,1114,white
2843,Bachelors,2013,New Delhi,3,31.0,Female,No,3,2843,black
3626,Bachelors,2014,Bangalore,3,42.0,Male,No,5,3626,white
975,PHD,2016,Pune,1,27.0,Female,No,3,975,white
4358,Masters,2017,New Delhi,2,24.0,Male,No,0,4358,white
1780,Bachelors,2013,Bangalore,3,30.0,Male,No,2,1780,black
361,Bachelors,2016,Bangalore,3,29.0,Male,No,5,361,black
1901,Bachelors,2013,Bangalore,3,26.0,Male,No,3,1901,black
4030,Bachelors,2012,Pune,2,28.0,Female,No,4,4030,white
1158,Bachelors,2013,Bangalore,3,30.0,Male,No,3,1158,white
1409,Bachelors,2018,Bangalore,3,28.0,Male,No,5,1409,white
3765,Bachelors,2012,Bangalore,1,39.0,Female,No,1,3765,black
1720,Bachelors,2015,Pune,3,29.0,Female,Yes,5,1720,black
339,Bachelors,2013,Bangalore,3,28.0,Male,No,5,339,white
3782,Masters,2018,Bangalore,3,42.0,Male,No,2,3782,white
3527,Bachelors,2017,New Delhi,3,43.0,Male,No,2,3527,white
3364,Bachelors,2017,Bangalore,2,39.0,Male,No,2,3364,white
114,Masters,2017,New Delhi,2,29.0,Male,No,2,114,black
4427,Masters,2013,New Delhi,3,35.0,Female,No,2,4427,black
710,Bachelors,2017,Bangalore,3,29.0,Male,No,5,710,white
4097,Bachelors,2012,New Delhi,3,39.0,Female,No,1,4097,white
3690,Bachelors,2018,Bangalore,3,35.0,Female,Yes,2,3690,white
3949,Bachelors,2016,Bangalore,3,42.0,Female,Yes,4,3949,white
1768,Bachelors,2018,Pune,3,25.0,Male,No,2,1768,white
4422,Bachelors,2012,Bangalore,3,29.0,Male,No,5,4422,black
3205,Masters,2015,Pune,2,34.0,Male,No,4,3205,white
1812,Bachelors,2017,New Delhi,2,26.0,Male,No,2,1812,black
2829,Bachelors,2014,Bangalore,3,28.0,Male,Yes,5,2829,black
4136,Bachelors,2015,Pune,2,37.0,Female,No,1,4136,white
1287,Bachelors,2015,Bangalore,3,25.0,Female,No,2,1287,white
4213,Bachelors,2012,New Delhi,1,33.0,Female,No,3,4213,white
1164,Bachelors,2017,Pune,3,26.0,Male,No,2,1164,white
2590,Bachelors,2017,Bangalore,3,28.0,Male,Yes,5,2590,white
2698,Bachelors,2014,Bangalore,3,30.0,Male,No,3,2698,black
3692,Bachelors,2017,Bangalore,3,41.0,Female,No,3,3692,black
4407,Bachelors,2013,Pune,2,35.0,Female,Yes,4,4407,white
3325,Masters,2014,New Delhi,3,35.0,Male,No,3,3325,yellow
4521,Bachelors,2013,Pune,2,38.0,Female,No,0,4521,black
1466,Bachelors,2017,Bangalore,3,29.0,Female,No,5,1466,white
2090,Bachelors,2015,New Delhi,3,30.0,Female,Yes,1,2090,white
2826,Bachelors,2017,New Delhi,3,32.0,Male,No,5,2826,white
1174,Bachelors,2012,Bangalore,3,27.0,Male,No,3,1174,yellow
2356,Masters,2018,New Delhi,3,29.0,Female,No,5,2356,black
1435,Bachelors,2017,Bangalore,3,26.0,Male,No,2,1435,white
902,Bachelors,2014,Bangalore,3,26.0,Male,No,3,902,white
1455,Masters,2017,Bangalore,2,29.0,Male,No,2,1455,white
354,Bachelors,2012,Bangalore,3,26.0,Male,No,3,354,white
3374,Bachelors,2013,Bangalore,3,43.0,Male,Yes,2,3374,white
2853,Bachelors,2012,Bangalore,3,30.0,Male,No,4,2853,white
2732,Bachelors,2012,Bangalore,3,29.0,Female,Yes,0,2732,black
2786,Bachelors,2013,Pune,3,27.0,Male,No,4,2786,white
515,Bachelors,2016,New Delhi,3,26.0,Female,No,2,515,white
4336,Bachelors,2015,Bangalore,3,30.0,Male,No,1,4336,white
2350,Bachelors,2016,New Delhi,3,30.0,Female,No,2,2350,white
2805,Bachelors,2015,Bangalore,3,31.0,Male,No,4,2805,black
3228,Bachelors,2015,Bangalore,3,41.0,Male,Yes,2,3228,black
699,Masters,2017,Pune,1,25.0,Male,No,2,699,black
2043,Bachelors,2015,Bangalore,3,30.0,Male,No,2,2043,white
1374,Bachelors,2018,Bangalore,3,28.0,Female,Yes,4,1374,white
3885,Bachelors,2013,Bangalore,3,41.0,Male,No,2,3885,white
3120,Bachelors,2018,New Delhi,3,41.0,Female,Yes,0,3120,black
1011,Masters,2013,New Delhi,3,28.0,Male,No,5,1011,white
2484,Bachelors,2016,Bangalore,3,28.0,Male,No,4,2484,white
2553,Bachelors,2013,Bangalore,3,31.0,Male,Yes,4,2553,black
1300,Bachelors,2017,Bangalore,3,28.0,Male,No,5,1300,black
3119,Masters,2015,Pune,1,41.0,Female,No,1,3119,white
3280,Bachelors,2012,Pune,3,38.0,Male,No,1,3280,white
3418,Bachelors,2017,Pune,3,32.0,Male,No,1,3418,white
2780,Masters,2014,Pune,3,28.0,Female,No,5,2780,white
3319,Bachelors,2013,Bangalore,3,36.0,Male,No,5,3319,white
148,Masters,2013,Bangalore,1,26.0,Male,No,3,148,white
2486,Masters,2013,New Delhi,2,27.0,Male,No,4,2486,black
4326,Bachelors,2014,Bangalore,3,39.0,Male,No,3,4326,black
530,Masters,2017,New Delhi,2,28.0,Female,No,4,530,white
986,Bachelors,2016,Bangalore,3,28.0,Male,No,4,986,black
3734,Bachelors,2017,New Delhi,2,40.0,Male,No,0,3734,white
